"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f3903",0.819738972605757,9.21164768245317,16.1131345163701,4.65465347247743e-11,7.21840705176262e-09,15.7556141141224
"f3207",0.661690904451737,11.0162386218688,16.0570873435514,4.89747952517039e-11,7.37999903352391e-09,15.7048966272565
"f610",0.47784812701253,11.2463001630684,16.0542941137172,4.90992770909984e-11,7.37999903352391e-09,15.7023643798734
"f1226",0.660762024839807,10.210067044679,15.8710803491919,5.80450505818478e-11,8.59242642704019e-09,15.5353005379242
"f10225",0.648539242645436,9.12710825508006,15.7762232758878,6.33423715805298e-11,9.23664134838471e-09,15.4480483935441
"f3754",-0.960845032666354,10.5972913217769,-15.7450115231443,6.519569667136e-11,9.36708759528217e-09,15.4192249550357
"f5953",-0.48810369934648,11.2439769063868,-15.6460576496634,7.14617363619528e-11,1.01185675979171e-08,15.3274670131962
"f3291",0.393640420412957,10.5517359866321,15.6285765525654,7.26335925922495e-11,1.01194243845579e-08,15.3111974358482
"f3194",-0.4493890698139,10.184797160385,-15.6137415457778,7.36440616974993e-11,1.01194243845579e-08,15.2973764383664
"f6377",0.72385644814845,12.2150537123548,15.6002628826889,7.45750824655236e-11,1.01194243845579e-08,15.2848078144718
"f5377",0.487595160336483,9.61969118173946,15.5716845709228,7.65906539112487e-11,1.02505573796288e-08,15.2581234933947
"f6273",-0.586760592411368,9.7178165573205,-15.5131206455913,8.09038616866017e-11,1.06814963334878e-08,15.2032894407309
"f5692",0.780411474441253,9.15179020675636,15.4808542176814,8.33897333672234e-11,1.08629025999703e-08,15.1729907479585
"f489",0.68176904317875,8.98520469046801,15.3219974972306,9.6867238829266e-11,1.24525384652885e-08,15.0229100044305
"f6607",0.611829772097632,9.17560963322925,15.252981553221,1.03426184492072e-10,1.29743522656682e-08,14.9572304108412
"f10538",0.704971708536362,9.39825570179253,15.2513955148005,1.0358234152734e-10,1.29743522656682e-08,14.9557176259643
"f6317",0.494560486451688,9.14773287222048,15.1979284959079,1.08995654489863e-10,1.34795891691894e-08,14.9046298286358
"f7164",0.914886282872584,7.52304240160186,15.1547669357192,1.13584385741872e-10,1.37666562779102e-08,14.8632606355831
"f7711",0.688467198980463,8.38675606338571,15.146678497081,1.14466882053948e-10,1.37666562779102e-08,14.8554952903848
"f7582",-0.489907013999022,8.22447979184191,-15.1368945825741,1.15544095679492e-10,1.37666562779102e-08,14.846096786997
"f5865",0.542779675087081,11.1777866568512,15.0853343146012,1.21401367129659e-10,1.42902573115273e-08,14.7964695421417
"f9720",0.459090289925893,8.4560193099045,15.0490238549691,1.25714797451242e-10,1.46218282273647e-08,14.7614211396722
"f1075",-0.814241015579771,8.26657082139658,-15.0000764061996,1.31788442391244e-10,1.50574704124541e-08,14.7140445703528
"f8698",0.743693573092051,10.4008976484989,14.9941652320354,1.32542728297959e-10,1.50574704124541e-08,14.7083129398208
"f8279",0.464814582087861,10.1691412253318,14.9276741026816,1.41349820463976e-10,1.58734223670465e-08,14.6436898595009
"f8341",0.487055704696537,12.4557738761243,14.8849387988902,1.47336473269233e-10,1.63576970890955e-08,14.6020076929984
"f3264",0.718171550141434,7.85569204789643,14.8100779315499,1.58481091976154e-10,1.7397306388843e-08,14.528711712222
"f5998",0.747061668761921,10.0549646345359,14.7539190156579,1.67427084150009e-10,1.8175140134951e-08,14.473491377022
"f8208",-0.602017337856429,9.26872691208013,-14.7098817679746,1.74816372289215e-10,1.87687467831388e-08,14.4300481325578
"f3229",0.979853630005538,10.7042871933607,14.6912619537027,1.78044048013178e-10,1.8907503794443e-08,14.4116417783356
"f9268",0.32046789195927,12.0389165425015,14.6432862020218,1.86655199944294e-10,1.94427074471722e-08,14.3641124008552
"f6817",0.547658866030865,8.8690620088498,14.641067771919,1.87063920167266e-10,1.94427074471722e-08,14.3619109912139
"f3185",0.670404164399185,12.3173276323029,14.5163025624951,2.1164999043158e-10,2.17665305949109e-08,14.2375848262595
"f1026",0.424089049249892,7.92758469499848,14.5009077485172,2.1491330449658e-10,2.18719060930374e-08,14.2221732640422
